person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
25,0,3,0.007244639961872804,2,2,0.05797101449275363,2,6.76,0.04,4.0,570,1,0
22,0,4,0.005036310092668106,0,3,0.15942028985507245,1,10.36,0.14,3.0,627,0,0
23,0,4,0.005033112435466412,0,3,0.15942028985507245,3,11.86,0.14,4.0,672,1,0
25,1,4,0.005080938264917836,5,3,0.15942028985507245,0,14.72,0.13,2.0,709,0,0
22,1,1,0.007187499217964272,0,0,0.10144927536231883,5,8.94,0.07,2.0,664,0,0
22,0,3,0.007150517617283811,3,0,0.23188405797101447,0,12.53,0.14,2.0,565,1,0
22,0,3,0.005059805921671858,0,3,0.15942028985507245,1,10.75,0.14,3.0,605,0,0
21,0,3,0.007182772246448725,1,0,0.3913043478260869,5,11.01,0.23,3.0,619,1,0
21,1,4,0.005030887978282625,1,3,0.15942028985507245,1,11.86,0.14,3.0,657,0,0
22,1,1,0.007189445618000086,1,0,0.18840579710144925,5,9.32,0.12,2.0,712,1,0
23,1,1,0.0040614417318733855,4,3,0.15942028985507245,0,16.32,0.16,3.0,667,0,1
23,1,0,0.005060779121689765,0,3,0.15942028985507245,4,7.51,0.14,3.0,586,1,0
24,1,1,0.007220170932851145,0,0,0.5652173913043479,5,15.57,0.33,4.0,680,0,0
24,1,3,0.007204738761138623,0,0,0.18840579710144925,5,13.17,0.12,4.0,547,1,0
22,0,1,0.004989735520382563,0,3,0.15942028985507245,0,7.51,0.14,2.0,638,0,0
22,1,0,0.007206129046878489,0,0,0.05507246376811595,1,11.86,0.04,2.0,648,0,0
22,0,3,0.007197926361013275,0,2,0.07246376811594203,1,13.16,0.05,2.0,640,0,0
25,0,1,0.00717748916063723,1,0,0.07246376811594203,3,11.71,0.05,2.0,646,0,0
24,0,4,0.005056608264470164,3,3,0.15942028985507245,3,14.96,0.14,2.0,635,1,0
24,0,4,0.004040309388627408,1,3,0.15942028985507245,4,14.11,0.16,4.0,600,0,1
25,1,3,0.004060468531855478,3,3,0.15942028985507245,1,14.74,0.16,4.0,649,0,1
21,1,0,0.004044619274420995,0,3,0.15942028985507245,1,13.16,0.16,4.0,550,0,1
22,0,1,0.007199038589605168,0,0,0.5942028985507246,0,7.51,0.35,4.0,692,1,0
22,1,1,0.0072540939049039,4,0,0.1246376811594203,5,7.51,0.08,3.0,554,1,0
25,1,0,0.007246447333334632,4,0,0.14782608695652172,3,7.49,0.09,2.0,578,1,0
26,0,4,0.004022652759731097,2,3,0.15942028985507245,3,15.45,0.16,4.0,735,0,1
25,1,3,0.007220031904277158,4,0,0.15942028985507245,1,10.0,0.1,2.0,597,0,0
24,1,1,0.007232127390214001,5,2,0.10144927536231883,1,13.06,0.07,4.0,660,1,0
26,0,1,0.007194033560941646,1,2,0.2971014492753623,2,11.11,0.18,3.0,646,1,0
26,1,1,0.007211829218411944,7,0,0.1246376811594203,1,6.17,0.08,3.0,670,0,0
23,1,1,0.0050561911787482035,3,3,0.15942028985507245,1,9.88,0.14,2.0,602,1,0
22,1,1,0.005067869578963087,0,3,0.15942028985507245,1,14.22,0.13,3.0,694,0,0
21,0,0,0.0050992900366840805,0,3,0.15942028985507245,1,8.63,0.13,3.0,625,1,0
22,1,0,0.0051188930656162045,0,3,0.15942028985507245,1,11.86,0.13,4.0,683,1,0
25,1,4,0.005181316895336231,1,3,0.15942028985507245,1,12.42,0.13,2.0,525,1,0
23,0,0,0.0041986629343982555,0,3,0.15942028985507245,0,11.71,0.16,2.0,682,0,1
24,1,1,0.005254306896679248,0,3,0.15942028985507245,0,7.66,0.13,2.0,682,0,0
24,0,3,0.007287321734086721,2,0,0.23188405797101447,0,9.99,0.14,4.0,661,1,0
24,0,3,0.005210234838725464,0,3,0.15942028985507245,3,6.76,0.13,4.0,621,1,0
22,0,0,0.005141832780324009,0,3,0.15942028985507245,1,11.83,0.13,4.0,694,1,0
26,1,1,0.007247698590500512,1,2,0.3333333333333333,2,6.99,0.2,4.0,593,1,0
21,0,0,0.005208983581559584,0,3,0.15942028985507245,0,11.71,0.13,4.0,631,0,0
24,0,1,0.005236789296356924,3,3,0.15942028985507245,4,9.99,0.13,3.0,653,0,0
22,1,0,0.005282251640050573,0,3,0.15942028985507245,3,12.42,0.13,2.0,639,1,0
24,1,3,0.0052914275259336955,3,3,0.15942028985507245,0,6.99,0.13,3.0,621,0,0
22,0,0,0.007317073848919874,0,0,0.2753623188405797,5,10.36,0.16,3.0,574,1,0
25,1,3,0.004353262708671463,2,3,0.15942028985507245,0,12.99,0.15,2.0,626,0,1
25,1,0,0.007317351906067847,0,0,0.05507246376811595,0,7.51,0.04,2.0,629,1,0
25,1,4,0.0053933354706659446,0,3,0.15942028985507245,4,6.99,0.13,4.0,624,1,0
22,0,3,0.005378181356101395,2,3,0.15942028985507245,1,13.57,0.13,4.0,577,1,0
25,0,1,0.0072987220771536295,2,0,0.25362318840579706,0,13.79,0.15,2.0,607,1,0
24,1,1,0.005378598441823355,1,3,0.15942028985507245,0,10.39,0.13,2.0,621,1,0
23,1,1,0.005316452669251301,2,3,0.15942028985507245,1,10.46,0.13,2.0,555,1,0
22,0,1,0.007331393792040503,0,0,0.136231884057971,0,6.62,0.09,2.0,671,1,0
25,1,0,0.005362610155814885,0,3,0.15942028985507245,0,11.89,0.13,2.0,546,1,0
24,1,3,0.006315233944771734,6,0,0.21739130434782605,3,11.83,0.15,3.0,656,0,1
23,0,3,0.0062971602301534636,0,0,0.7101449275362319,0,11.01,0.47,3.0,680,0,1
22,0,0,0.0073304205920225966,0,0,0.2753623188405797,5,14.96,0.16,3.0,628,1,0
24,0,3,0.007304561277261071,2,0,0.05797101449275363,2,7.4,0.04,2.0,572,1,0
25,1,1,0.0073318108777624645,2,0,0.2753623188405797,3,11.66,0.16,4.0,654,1,0
25,0,4,0.006292294230063928,4,0,0.24637681159420288,0,15.62,0.17,3.0,685,0,1
24,0,4,0.0045187067117156325,4,3,0.15942028985507245,0,15.62,0.15,2.0,688,0,1
22,1,3,0.0045141187687740714,0,3,0.15942028985507245,2,11.01,0.15,4.0,596,0,1
25,1,3,0.007295941505673895,1,0,0.3333333333333333,0,11.86,0.2,2.0,558,1,0
25,1,3,0.007319020248955688,1,0,0.21739130434782605,3,9.32,0.13,2.0,629,0,0
21,0,4,0.005494270215380286,0,3,0.15942028985507245,1,10.38,0.13,3.0,638,1,0
22,0,0,0.004522738540361247,1,3,0.15942028985507245,1,11.01,0.15,4.0,517,0,1
22,1,3,0.005541122844813804,0,3,0.15942028985507245,1,8.0,0.13,3.0,525,1,0
25,1,1,0.004650505799855022,4,3,0.15942028985507245,0,15.58,0.14,2.0,725,0,1
21,1,0,0.0056916907904413965,0,3,0.15942028985507245,0,11.49,0.12,3.0,611,1,0
23,1,0,0.005666248561401831,2,3,0.15942028985507245,0,7.51,0.12,3.0,656,1,0
25,1,3,0.005708652276467774,6,3,0.15942028985507245,5,9.7,0.12,4.0,601,1,0
23,1,3,0.005701839876342426,3,3,0.15942028985507245,1,11.66,0.12,3.0,507,1,0
25,0,3,0.007352387106712495,2,0,0.08188405797101449,0,5.42,0.05,3.0,602,1,0
25,0,0,0.005707679076449867,0,3,0.15942028985507245,3,10.65,0.12,3.0,634,0,0
22,0,1,0.005764541763210426,0,3,0.15942028985507245,3,12.69,0.12,4.0,477,1,0
22,0,0,0.007368375392720965,1,0,0.2753623188405797,1,12.53,0.16,3.0,507,1,0
24,0,3,0.005696139704808971,4,3,0.15942028985507245,3,11.01,0.12,3.0,635,1,0
26,0,4,0.007369070535590898,3,0,0.15942028985507245,0,10.99,0.1,2.0,667,1,0
26,1,0,0.007401325164755812,3,0,0.2753623188405797,1,11.71,0.16,3.0,623,1,0
24,1,3,0.005710737705077574,0,3,0.15942028985507245,1,6.62,0.12,3.0,690,0,0
23,0,3,0.007385753964469301,0,2,0.2753623188405797,1,11.71,0.16,3.0,500,1,0
24,0,1,0.0056873809046478095,5,3,0.15942028985507245,4,13.99,0.12,3.0,565,1,0
25,1,1,0.005705176562118107,5,3,0.15942028985507245,1,7.66,0.12,3.0,660,1,0
26,1,0,0.005705315590692093,8,3,0.15942028985507245,1,11.01,0.12,2.0,652,1,0
22,0,1,0.007366011906963191,0,0,0.6231884057971014,1,9.91,0.36,2.0,678,0,0
22,0,4,0.005719496505238736,0,3,0.15942028985507245,5,7.66,0.12,2.0,549,1,0
25,0,1,0.007315266477458046,0,0,0.2753623188405797,1,13.49,0.16,4.0,641,1,0
23,1,1,0.005730618791157672,0,3,0.15942028985507245,1,5.79,0.12,4.0,659,1,0
25,1,3,0.005682792961706248,3,3,0.15942028985507245,4,7.88,0.12,4.0,624,1,0
25,0,0,0.007353082249582428,4,0,0.5652173913043479,4,15.27,0.33,4.0,576,1,0
22,1,4,0.0056506773611153215,0,3,0.15942028985507245,5,7.51,0.12,4.0,704,1,0
23,0,1,0.005753558505865477,2,3,0.15942028985507245,3,8.94,0.12,3.0,601,1,0
24,0,3,0.007418981793652123,6,0,0.15942028985507245,4,7.51,0.1,3.0,637,1,0
22,1,4,0.007366985106981099,2,0,0.36231884057971014,1,10.65,0.21,3.0,616,1,0
22,0,0,0.005675424447284953,0,3,0.15942028985507245,1,12.87,0.12,3.0,552,1,0
22,1,1,0.004627288027999243,0,3,0.15942028985507245,4,11.01,0.15,2.0,621,0,1
23,1,3,0.005736736048413087,0,3,0.15942028985507245,4,7.68,0.12,2.0,620,0,0
21,1,1,0.007372407221366579,0,0,0.24637681159420288,1,13.49,0.15,4.0,635,1,0
22,1,3,0.005700449590602559,2,3,0.15942028985507245,5,8.32,0.12,3.0,593,1,0
21,0,0,0.005653457932595055,0,3,0.15942028985507245,1,10.08,0.12,3.0,655,0,0
23,0,0,0.004736703515726774,0,3,0.15942028985507245,5,20.0,0.14,3.0,681,0,1
23,0,0,0.007375465849994286,1,2,0.18840579710144925,5,8.9,0.11,4.0,603,0,0
24,1,1,0.005878823251027491,4,3,0.15942028985507245,1,8.9,0.12,3.0,660,0,0
24,0,4,0.007419815965096043,2,0,0.5260869565217392,1,9.91,0.3,3.0,601,1,0
22,0,3,0.007337372020721931,0,0,0.1246376811594203,1,6.03,0.08,3.0,656,1,0
23,1,0,0.005801940449612848,0,3,0.15942028985507245,3,10.99,0.12,2.0,611,1,0
26,0,1,0.006365006174258971,2,0,0.5652173913043479,4,17.27,0.37,2.0,642,0,1
24,1,3,0.005789149820806072,6,3,0.15942028985507245,1,7.68,0.12,4.0,626,0,0
23,0,3,0.005898287251385629,1,3,0.15942028985507245,0,7.49,0.12,4.0,530,0,0
22,1,1,0.00733445242066821,0,0,0.15942028985507245,5,12.69,0.1,4.0,580,1,0
24,0,3,0.006333307659390004,0,0,0.04927536231884058,2,8.9,0.04,4.0,610,0,1
25,0,3,0.004920499290537187,3,3,0.15942028985507245,3,14.54,0.14,3.0,565,0,1
25,1,0,0.007304005162965125,2,0,0.5260869565217392,5,7.9,0.31,4.0,620,1,0
25,1,1,0.005996719481768211,5,3,0.15942028985507245,3,12.42,0.12,2.0,650,0,0
22,1,0,0.006042320854035848,4,3,0.15942028985507245,0,10.65,0.12,2.0,651,1,0
23,1,3,0.006017295710718242,0,3,0.15942028985507245,5,9.99,0.12,4.0,601,1,0
26,1,4,0.006029808282377045,0,3,0.15942028985507245,1,7.29,0.12,2.0,664,1,0
23,0,1,0.00734168190651552,0,0,0.47826086956521735,1,12.42,0.28,3.0,562,1,0
23,1,1,0.007380192821509835,0,0,0.07246376811594203,1,6.03,0.05,4.0,606,1,0
25,0,1,0.007397988478980131,0,0,0.31014492753623185,2,14.27,0.18,4.0,669,0,0
24,0,1,0.006075965768940628,0,3,0.15942028985507245,0,12.68,0.12,4.0,535,1,0
25,0,4,0.0073988226504240525,5,0,0.34782608695652173,0,10.65,0.2,4.0,643,1,0
25,0,3,0.006053304111380796,3,3,0.15942028985507245,3,11.01,0.12,4.0,599,1,0
24,1,4,0.007407998536307173,3,2,0.42028985507246375,0,16.29,0.24,4.0,620,0,0
26,0,0,0.006123235484096105,5,3,0.15942028985507245,5,11.12,0.12,4.0,691,1,0
26,0,1,0.006016044453552361,5,3,0.15942028985507245,3,12.73,0.12,4.0,604,1,0
25,1,1,0.007370460821330766,1,2,0.5652173913043479,2,11.71,0.33,4.0,664,1,0
22,1,4,0.006044684339793621,2,3,0.15942028985507245,1,11.01,0.12,3.0,669,1,0
23,1,0,0.0062066526284881235,0,3,0.15942028985507245,1,12.84,0.11,2.0,685,1,0
25,1,4,0.007405356993401427,2,0,0.47826086956521735,0,6.03,0.28,2.0,691,1,0
25,0,1,0.006347766631084621,2,0,0.42028985507246375,0,11.01,0.28,2.0,679,0,1
22,1,1,0.0074252380794815245,2,0,0.2753623188405797,5,12.69,0.16,4.0,596,0,0
26,0,4,0.0073461308208830935,1,0,0.21739130434782605,0,6.62,0.13,4.0,592,1,0
25,0,3,0.007417035393616309,1,0,0.21739130434782605,5,19.42,0.13,2.0,624,0,0
23,1,1,0.007315405506032033,0,0,0.043478260869565216,0,6.62,0.03,4.0,679,0,0
21,0,1,0.007409944936342987,0,0,0.08695652173913043,5,6.03,0.06,4.0,579,0,0
25,0,3,0.007345991792309107,3,0,0.0608695652173913,0,6.03,0.04,3.0,648,0,0
26,1,4,0.006354022916914022,0,0,0.08695652173913043,0,16.29,0.07,3.0,559,0,1
25,1,3,0.006355413202653889,2,3,0.15942028985507245,1,12.69,0.11,4.0,657,1,0
23,0,3,0.0063823847460073085,1,3,0.15942028985507245,3,14.22,0.11,4.0,687,0,0
22,1,1,0.007362119106891564,0,0,0.21739130434782605,4,6.03,0.13,3.0,623,1,0
24,1,4,0.0063602792027434235,0,3,0.15942028985507245,3,8.0,0.11,2.0,629,0,0
23,1,3,0.007356140878210135,0,2,0.3507246376811594,4,11.71,0.21,4.0,588,1,0
24,1,0,0.007336815906425985,2,2,0.13043478260869565,5,12.69,0.08,3.0,558,1,0
25,1,1,0.0073087321344806715,2,0,0.2753623188405797,5,7.9,0.17,2.0,718,0,0
26,1,1,0.006526557377231514,0,3,0.15942028985507245,1,9.91,0.11,2.0,648,1,0
24,1,1,0.0073297254491526635,0,0,0.20289855072463767,5,11.71,0.12,4.0,676,1,0
24,0,1,0.007363787449779405,3,2,0.5652173913043479,2,12.69,0.33,2.0,596,1,0
26,1,0,0.006560758406432241,4,3,0.15942028985507245,5,11.71,0.11,2.0,633,0,0
24,0,1,0.0073329231063543575,2,0,0.38260869565217387,5,6.03,0.23,3.0,620,1,0
25,0,4,0.005531807930356695,1,3,0.15942028985507245,5,13.49,0.13,2.0,628,0,1
22,0,3,0.007396459164666278,0,0,0.42028985507246375,4,7.9,0.25,3.0,659,0,0
23,0,3,0.005531668901782708,2,3,0.15942028985507245,1,15.99,0.13,3.0,647,0,1
23,1,3,0.007376021964290233,4,0,0.2753623188405797,1,6.03,0.16,4.0,643,1,0
24,0,0,0.007401464193329798,4,0,0.3333333333333333,3,6.62,0.2,4.0,668,0,0
26,1,2,0.007354194478174323,3,2,0.2702898550724637,5,7.9,0.16,4.0,693,1,0
22,1,0,0.007369765678460831,2,0,0.2753623188405797,5,11.01,0.16,4.0,674,1,0
26,1,0,0.0065032005768017485,6,3,0.15942028985507245,3,7.49,0.11,2.0,672,1,0
24,0,4,0.006519884005680152,0,3,0.15942028985507245,1,11.01,0.11,3.0,637,1,0
26,1,0,0.007361145906873657,3,0,0.4840579710144927,5,7.51,0.28,4.0,573,1,0
25,1,4,0.007376300021438206,4,2,0.2514492753623188,1,19.42,0.15,4.0,688,1,0
23,0,4,0.00554042770194387,0,3,0.15942028985507245,3,14.09,0.13,3.0,693,0,1
26,1,0,0.006495693033806467,3,3,0.15942028985507245,1,5.79,0.11,2.0,587,1,0
22,1,0,0.006501254176765935,0,3,0.15942028985507245,4,13.23,0.11,4.0,663,0,0
23,1,0,0.006545465263293704,4,3,0.15942028985507245,5,11.86,0.11,3.0,610,0,0
23,1,1,0.006504729891115602,1,3,0.15942028985507245,5,11.49,0.11,2.0,650,1,0
22,1,4,0.007401464193329798,0,0,0.3333333333333333,0,7.9,0.2,4.0,587,1,0
22,0,0,0.007388256478801062,0,0,0.21159420289855072,4,6.62,0.13,3.0,639,1,0
26,1,0,0.0073889516216709954,3,0,0.14202898550724635,0,8.9,0.09,2.0,684,1,0
22,1,4,0.005575601931162505,2,3,0.15942028985507245,2,13.22,0.12,2.0,620,0,1
24,0,1,0.006481373090685837,2,3,0.15942028985507245,4,11.01,0.11,3.0,567,1,0
23,0,0,0.006561870635024135,3,3,0.15942028985507245,0,12.53,0.11,2.0,676,1,0
21,1,0,0.006528642805841314,0,3,0.15942028985507245,3,9.38,0.11,4.0,626,0,0
25,1,1,0.005607022388883498,3,3,0.15942028985507245,5,15.31,0.12,3.0,651,0,1
26,0,3,0.007364204535501365,3,2,0.07246376811594203,1,9.91,0.05,2.0,628,1,0
26,1,0,0.007393400536038571,4,0,0.19420289855072462,5,6.62,0.12,2.0,678,1,0
26,0,3,0.005630796275035223,3,3,0.15942028985507245,4,12.42,0.12,3.0,654,0,1
24,1,1,0.007322774020453329,2,0,0.42028985507246375,5,8.9,0.25,2.0,623,0,0
22,1,3,0.00740229836477372,0,2,0.014492753623188404,1,9.91,0.02,2.0,526,1,0
23,1,3,0.0073536383638783745,3,0,0.16231884057971013,5,11.01,0.1,4.0,644,0,0
25,0,0,0.00677416726750182,1,3,0.15942028985507245,4,14.72,0.11,4.0,647,1,0
24,0,3,0.00737407556425442,2,0,0.6463768115942029,4,17.27,0.37,2.0,604,1,0
25,1,3,0.007392288307446678,3,0,0.24637681159420288,0,6.03,0.15,2.0,528,1,0
24,0,3,0.006753869095699763,5,3,0.15942028985507245,0,10.59,0.11,4.0,677,1,0
21,1,1,0.006708823837728074,2,3,0.15942028985507245,1,11.01,0.11,4.0,691,1,0
25,0,0,0.007366707049833124,0,0,0.21739130434782605,0,5.42,0.13,4.0,698,1,0
23,1,3,0.00675442520999571,0,3,0.15942028985507245,1,7.9,0.11,4.0,549,1,0
26,0,3,0.007431772422458899,4,2,0.1072463768115942,4,12.99,0.07,4.0,589,1,0
24,1,1,0.007371016935626713,1,0,0.21739130434782605,4,10.99,0.13,3.0,652,0,0
25,0,3,0.006808646353850522,3,3,0.15942028985507245,1,8.88,0.11,2.0,585,1,0
22,1,1,0.005818623878491251,0,3,0.15942028985507245,2,11.36,0.12,4.0,629,0,1
24,1,3,0.006875102012216163,0,3,0.15942028985507245,5,8.9,0.1,3.0,662,1,0
23,0,1,0.007332645049206384,2,0,0.17101449275362318,5,8.49,0.11,4.0,693,0,0
25,1,3,0.0068674554406468954,0,3,0.15942028985507245,5,11.71,0.1,2.0,671,0,0
24,1,3,0.006826720068468793,0,3,0.15942028985507245,0,10.99,0.11,4.0,596,1,0
24,1,0,0.006866204183481014,3,3,0.15942028985507245,4,7.66,0.1,2.0,637,1,0
22,1,0,0.006908607898546958,0,3,0.15942028985507245,3,5.42,0.1,3.0,684,1,0
25,1,1,0.006871626297866496,2,3,0.15942028985507245,1,12.87,0.1,3.0,684,0,0
26,0,3,0.006893731841130381,4,3,0.15942028985507245,0,10.33,0.1,4.0,670,0,0
23,0,1,0.00596265748114147,3,3,0.15942028985507245,1,16.7,0.12,2.0,656,0,1
26,1,4,0.007356279906784122,7,2,0.40289855072463765,4,7.49,0.24,4.0,593,1,0
24,0,0,0.0059618233096975495,2,3,0.15942028985507245,0,11.28,0.12,2.0,593,0,1
24,1,0,0.007009820700409272,3,3,0.15942028985507245,3,12.53,0.1,2.0,639,1,0
23,1,1,0.006387945888966777,0,0,0.14202898550724635,3,10.99,0.1,2.0,667,0,1
24,0,1,0.0070639028156900974,3,3,0.15942028985507245,1,11.01,0.1,3.0,717,0,0
26,1,3,0.006356525431245783,2,0,0.2753623188405797,1,5.42,0.19,4.0,582,0,1
23,1,1,0.0073931224788905976,2,2,0.06666666666666667,5,10.59,0.05,2.0,679,1,0
23,0,3,0.0060270277108973105,3,3,0.15942028985507245,2,12.99,0.12,4.0,576,0,1
26,0,1,0.00733069864917057,4,0,0.21739130434782605,5,10.59,0.13,2.0,696,0,0
25,1,3,0.007014686700498807,3,3,0.15942028985507245,3,12.99,0.1,3.0,629,1,0
22,0,1,0.0070317872150991705,3,3,0.15942028985507245,5,7.49,0.1,4.0,721,0,0
25,1,4,0.007092264644783384,4,3,0.15942028985507245,4,10.37,0.1,4.0,661,1,0
24,0,3,0.0073821392215456475,0,0,0.3043478260869565,5,16.89,0.18,3.0,595,1,0
26,1,0,0.007436499393974446,5,0,0.3442028985507246,2,10.99,0.2,3.0,573,1,0
23,1,3,0.007396042078944318,3,0,0.08985507246376812,5,5.99,0.06,2.0,558,1,0
21,1,4,0.007029423729341398,1,3,0.15942028985507245,5,13.48,0.1,4.0,680,0,0
22,0,0,0.007354194478174323,0,0,0.19420289855072462,5,11.01,0.12,3.0,636,0,0
22,0,0,0.00642061760385365,0,0,0.17101449275362318,5,15.99,0.12,2.0,666,0,1
25,1,0,0.006344986059604887,0,0,0.26956521739130435,0,7.49,0.18,4.0,676,0,1
24,1,3,0.00605775302574837,0,3,0.15942028985507245,2,14.96,0.12,3.0,608,0,1
26,1,3,0.007094767159115145,3,3,0.15942028985507245,1,8.59,0.1,4.0,603,0,0
26,1,1,0.0073956249932223585,2,2,0.20289855072463767,4,5.99,0.12,2.0,640,0,0
23,1,3,0.007370877907052726,5,0,0.2753623188405797,3,10.99,0.16,3.0,636,0,0
22,1,4,0.007352943221008441,0,0,0.24637681159420288,0,8.49,0.15,2.0,548,1,0
23,0,0,0.007058619729878604,1,3,0.15942028985507245,1,11.89,0.1,3.0,567,0,0
23,1,4,0.00603842805396422,4,3,0.15942028985507245,0,14.42,0.12,4.0,633,0,1
23,0,0,0.007433718822494714,1,2,0.04492753623188406,5,7.49,0.03,2.0,672,1,0
23,1,4,0.006062062911541958,2,3,0.15942028985507245,4,12.41,0.12,4.0,629,0,1
24,0,1,0.007057507501286709,0,3,0.15942028985507245,3,12.22,0.1,4.0,525,1,0
23,0,3,0.007132304874091553,0,3,0.15942028985507245,3,9.32,0.1,3.0,577,1,0
23,0,0,0.006319821887713295,1,0,0.2753623188405797,4,8.49,0.19,4.0,623,0,1
22,0,1,0.0071658107604223465,3,3,0.15942028985507245,4,11.01,0.1,2.0,677,0,0
23,1,0,0.007175125674879455,1,3,0.15942028985507245,0,7.9,0.1,3.0,654,1,0
22,1,3,0.007316934820345887,0,2,0.08985507246376812,3,11.01,0.06,2.0,636,1,0
24,0,4,0.007371016935626713,0,0,0.15942028985507245,2,13.99,0.1,4.0,662,0,0
25,1,0,0.0071911139608879255,2,3,0.15942028985507245,1,11.01,0.1,2.0,677,0,0
23,1,0,0.0071836064178926445,1,3,0.15942028985507245,4,7.9,0.1,3.0,521,1,0
21,1,3,0.007241164247523137,0,3,0.15942028985507245,1,13.72,0.1,3.0,628,0,0
22,0,4,0.007450819337095077,1,0,0.21739130434782605,3,10.59,0.13,4.0,692,0,0
24,0,3,0.0073087321344806715,0,3,0.15942028985507245,1,16.07,0.1,4.0,664,1,0
21,0,1,0.007365455792667244,0,0,0.14130434782608695,0,7.49,0.09,3.0,568,1,0
22,1,3,0.007319298306103662,0,3,0.15942028985507245,3,10.65,0.1,2.0,650,1,0
23,1,3,0.0073646216212233245,2,3,0.15942028985507245,0,11.49,0.1,3.0,672,0,0
23,1,1,0.007328474191986782,0,0,0.42028985507246375,0,9.99,0.25,4.0,628,1,0
24,1,0,0.007356696992506082,1,3,0.15942028985507245,4,7.49,0.1,4.0,677,1,0
24,1,0,0.006396843717701925,3,0,0.13043478260869565,3,11.99,0.09,3.0,594,0,1
24,1,1,0.007381444078675714,6,3,0.15942028985507245,3,14.79,0.1,4.0,643,0,0
22,1,0,0.007321244706139474,0,3,0.15942028985507245,0,13.49,0.1,2.0,600,0,0
25,1,4,0.007391593164576743,2,3,0.15942028985507245,3,14.79,0.1,3.0,587,1,0
24,0,0,0.00734168190651552,1,0,0.263768115942029,1,6.99,0.16,3.0,614,1,0
23,0,1,0.007361145906873657,4,3,0.15942028985507245,5,13.49,0.1,3.0,681,0,0
25,1,3,0.007384502707303422,1,3,0.15942028985507245,2,12.99,0.1,3.0,681,1,0
22,1,3,0.007392010250298703,0,2,0.13043478260869565,4,12.62,0.08,3.0,619,1,0
26,0,1,0.007389507735966944,5,3,0.15942028985507245,4,11.01,0.1,3.0,578,0,0
24,0,3,0.007327640020542862,2,0,0.08695652173913043,4,10.99,0.06,2.0,585,0,0
24,1,0,0.007395903050370332,0,3,0.15942028985507245,3,5.79,0.1,4.0,616,0,0
26,1,3,0.0074074424220112265,4,2,0.3333333333333333,3,8.49,0.2,4.0,654,1,0
23,0,4,0.007343489277977346,1,3,0.15942028985507245,0,5.79,0.1,2.0,610,1,0
21,1,3,0.00737407556425442,1,0,0.18840579710144925,4,10.59,0.11,3.0,693,1,0
25,1,0,0.007346964992327013,2,3,0.15942028985507245,2,14.17,0.1,3.0,607,1,0
21,0,3,0.0073582263068199365,0,3,0.15942028985507245,3,10.75,0.1,2.0,585,1,0
22,1,1,0.007379358650065913,0,3,0.15942028985507245,0,10.25,0.1,3.0,659,1,0
24,1,0,0.00732944739200469,0,0,0.42028985507246375,1,9.99,0.25,3.0,685,0,0
23,1,3,0.007392844421742624,3,3,0.15942028985507245,4,11.48,0.1,3.0,562,1,0
22,0,0,0.006370428288644453,0,0,0.13043478260869565,3,5.42,0.09,4.0,652,0,1
26,1,0,0.007385753964469301,6,0,0.2985507246376811,0,10.99,0.18,4.0,703,1,0
23,1,1,0.007371851107070632,4,2,0.1246376811594203,5,5.99,0.08,3.0,622,1,0
22,1,4,0.007332227963484424,0,3,0.15942028985507245,4,11.89,0.1,2.0,674,0,0
23,1,3,0.007354472535322296,0,0,0.18840579710144925,5,5.99,0.11,3.0,659,1,0
22,1,3,0.007299278191449576,3,3,0.15942028985507245,0,10.46,0.1,4.0,616,0,0
22,0,3,0.007357114078228042,0,0,0.17101449275362318,0,7.29,0.11,4.0,593,0,0
26,0,1,0.006383357946025216,2,0,0.3188405797101449,4,9.63,0.21,3.0,686,0,1
22,1,4,0.007459856194404212,4,3,0.15942028985507245,5,5.42,0.1,3.0,565,0,0
24,1,3,0.007322078877583394,0,0,0.13043478260869565,0,10.0,0.08,4.0,600,1,0
23,1,4,0.0073582263068199365,2,0,0.15942028985507245,4,6.92,0.1,2.0,612,1,0
22,1,3,0.007506708823837728,3,3,0.15942028985507245,0,11.86,0.1,2.0,604,0,0
24,1,3,0.007352248078138508,1,0,0.07246376811594203,1,7.66,0.05,2.0,638,1,0
24,1,1,0.007502816023766101,3,3,0.15942028985507245,3,9.63,0.1,3.0,628,1,0
24,0,1,0.00655658754921264,0,3,0.15942028985507245,3,17.19,0.11,3.0,533,0,1
25,0,0,0.007391454136002756,2,0,0.2753623188405797,4,6.92,0.16,2.0,677,0,0
26,1,3,0.007609172882865925,1,3,0.15942028985507245,0,5.79,0.1,4.0,624,1,0
26,1,3,0.007637951797681172,6,3,0.15942028985507245,3,10.75,0.1,3.0,655,1,0
25,1,1,0.00766617459820047,2,3,0.15942028985507245,0,12.18,0.1,4.0,566,1,0
26,1,0,0.006685467037298308,5,3,0.15942028985507245,2,7.9,0.11,4.0,649,0,1
23,1,3,0.007730405799382325,1,3,0.15942028985507245,0,14.22,0.09,4.0,613,1,0
25,0,1,0.007400212936163919,4,0,0.21739130434782605,2,10.0,0.13,2.0,677,0,0
25,1,3,0.007726791056458671,0,3,0.15942028985507245,5,12.87,0.09,4.0,590,1,0
